t	F
503.25	93.9209
503.3	93.9192
503.35	93.9175
503.4	93.9158
503.45	93.9141
503.5	93.9124
503.55	93.9107
503.6	93.909
503.65	93.9073
503.7	93.9057
503.75	93.904
503.8	93.9023
503.85	93.9006
503.9	93.8989
503.95	93.8972
504	93.8956
504.05	93.8939
504.1	93.8922
504.15	93.8905
504.2	93.8888
504.25	93.8872
504.3	93.8855
504.35	93.8838
504.4	93.8821
504.45	93.8805
504.5	93.8788
504.55	93.8771
504.6	93.8755
504.65	93.8738
504.7	93.8722
504.75	93.8704
504.8	93.8688
504.85	93.8671
504.9	93.8655
504.95	93.8638
505	93.8622
505.05	93.8605
505.1	93.8589
505.15	93.8571
505.2	93.8555
505.25	93.8538
505.3	93.8522
505.35	93.8506
505.4	93.8489
505.45	93.8473
505.5	93.8456
505.55	93.8439
505.6	93.8423
505.65	93.8407
505.7	93.839
505.75	93.8374
505.8	93.8357
505.85	93.8341
505.9	93.8325
505.95	93.8308
506	93.8292
506.05	93.8275
506.1	93.8259
506.15	93.8242
506.2	93.8226
506.25	93.821
506.3	93.8194
506.35	93.8177
506.4	93.8161
506.45	93.8144
506.5	93.8128
506.55	93.8112
506.6	93.8096
506.65	93.8079
506.7	93.8063
506.75	93.8047
506.8	93.803
506.85	93.8014
506.9	93.7998
506.95	93.7982
507	93.7965
507.05	93.7949
507.1	93.7933
507.15	93.7917
507.2	93.7901
507.25	93.7884
507.3	93.7868
507.35	93.7852
507.4	93.7836
507.45	93.782
507.5	93.7804
507.55	93.7788
507.6	93.7771
507.65	93.7755
507.7	93.7739
507.75	93.7723
507.8	93.7707
507.85	93.7691
507.9	93.7675
507.95	93.7659
508	93.7643
508.05	93.7627
508.1	93.7611
508.15	93.7595
508.2	93.7579
508.25	93.7563
508.3	93.7547
508.35	93.7531
508.4	93.7515
508.45	93.7499
508.5	93.7483
508.55	93.7467
508.6	93.7451
508.65	93.7435
508.7	93.7419
508.75	93.7403
508.8	93.7388
508.85	93.7372
508.9	93.7356
508.95	93.734
509	93.7324
509.05	93.7308
509.1	93.7292
509.15	93.7277
509.2	93.7261
509.25	93.7245
509.3	93.7229
509.35	93.7213
509.4	93.7198
509.45	93.7182
509.5	93.7166
509.55	93.715
509.6	93.7135
509.65	93.7119
509.7	93.7103
509.75	93.7087
509.8	93.7072
509.85	93.7056
509.9	93.704
509.95	93.7025
510	93.7009
510.05	93.6993
510.1	93.6978
510.15	93.6962
510.2	93.6947
510.25	93.6931
510.3	93.6916
510.35	93.69
510.4	93.6885
510.45	93.6869
510.5	93.6854
510.55	93.6838
510.6	93.6823
510.65	93.6807
510.7	93.6792
510.75	93.6776
510.8	93.676
510.85	93.6744
510.9	93.6729
510.95	93.6713
511	93.6698
511.05	93.6682
511.1	93.6667
511.15	93.6651
511.2	93.6636
511.25	93.6621
511.3	93.6605
511.35	93.659
511.4	93.6574
511.45	93.6559
511.5	93.6544
511.55	93.6528
511.6	93.6513
511.65	93.6497
511.7	93.6482
511.75	93.6467
511.8	93.6451
511.85	93.6436
511.9	93.6421
511.95	93.6405
512	93.639
512.05	93.6375
512.1	93.6359
512.15	93.6344
512.2	93.6329
512.25	93.6314
512.3	93.6298
512.35	93.6283
512.4	93.6268
512.45	93.6253
512.5	93.6237
512.55	93.6222
512.6	93.6207
512.65	93.6192
512.7	93.6177
512.75	93.6161
512.8	93.6146
512.85	93.6131
512.9	93.6116
512.95	93.6101
513	93.6086
513.05	93.6071
513.1	93.6055
513.15	93.604
513.2	93.6025
513.25	93.601
513.3	93.5995
513.35	93.598
513.4	93.5965
513.45	93.595
513.5	93.5935
513.55	93.592
513.6	93.5905
513.65	93.589
513.7	93.5875
513.75	93.586
513.8	93.5845
513.85	93.583
513.9	93.5815
513.95	93.58
514	93.5785
514.05	93.577
514.1	93.5755
514.15	93.574
514.2	93.5725
514.25	93.571
514.3	93.5695
514.35	93.5681
514.4	93.5666
514.45	93.5651
514.5	93.5636
514.55	93.5621
514.6	93.5606
514.65	93.5591
514.7	93.5576
514.75	93.5562
514.8	93.5547
514.85	93.5532
514.9	93.5517
514.95	93.5502
515	93.5488
515.05	93.5472
515.1	93.5458
515.15	93.5443
515.2	93.5429
515.25	93.5413
515.3	93.5399
515.35	93.5384
515.4	93.5369
515.45	93.5355
515.5	93.534
515.55	93.5325
515.6	93.5311
515.65	93.5296
515.7	93.5281
515.75	93.5266
515.8	93.5252
515.85	93.5237
515.9	93.5223
515.95	93.5208
516	93.5193
516.05	93.5179
516.1	93.5164
516.15	93.5149
516.2	93.5135
516.25	93.512
516.3	93.5106
516.35	93.5091
516.4	93.5077
516.45	93.5062
516.5	93.5048
516.55	93.5032
516.6	93.5019
516.65	93.5003
516.7	93.499
516.75	93.4974
516.8	93.4961
516.85	93.4945
516.9	93.4932
516.95	93.4916
517	93.4903
517.05	93.4887
517.1	93.4874
517.15	93.4858
517.2	93.4845
517.25	93.483
517.3	93.4816
517.35	93.4801
517.4	93.4787
517.45	93.4772
517.5	93.4758
517.55	93.4743
517.6	93.473
517.65	93.4715
517.7	93.4701
517.75	93.4686
517.8	93.4672
517.85	93.4657
517.9	93.4643
517.95	93.4629
518	93.4614
518.05	93.46
518.1	93.4586
518.15	93.4571
518.2	93.4557
518.25	93.4543
518.3	93.4529
518.35	93.4514
518.4	93.45
518.45	93.4486
518.5	93.4472
518.55	93.4457
518.6	93.4443
518.65	93.4429
518.7	93.4415
518.75	93.4401
518.8	93.4386
518.85	93.4372
518.9	93.4358
518.95	93.4344
519	93.433
519.05	93.4316
519.1	93.4301
519.15	93.4287
519.2	93.4273
519.25	93.4259
519.3	93.4245
519.35	93.4231
519.4	93.4217
519.45	93.4203
519.5	93.4189
519.55	93.4175
519.6	93.4161
519.65	93.4147
519.7	93.4133
519.75	93.4118
519.8	93.4104
519.85	93.409
519.9	93.4076
519.95	93.4062
520	93.4048
520.05	93.4034
520.1	93.402
520.15	93.4006
520.2	93.3992
520.25	93.3978
520.3	93.3964
520.35	93.395
520.4	93.3936
520.45	93.3922
520.5	93.3908
520.55	93.3894
520.6	93.388
520.65	93.3866
520.7	93.3852
520.75	93.3838
520.8	93.3825
520.85	93.3811
520.9	93.3797
520.95	93.3783
521	93.3769
521.05	93.3755
521.1	93.3741
521.15	93.3728
521.2	93.3714
521.25	93.37
521.3	93.3686
521.35	93.3672
521.4	93.3659
521.45	93.3645
521.5	93.3631
521.55	93.3617
521.6	93.3604
521.65	93.359
521.7	93.3576
521.75	93.3562
521.8	93.3549
521.85	93.3535
521.9	93.3521
521.95	93.3508
522	93.3494
522.05	93.348
522.1	93.3467
522.15	93.3453
522.2	93.3439
522.25	93.3425
522.3	93.3412
522.35	93.3398
522.4	93.3385
522.45	93.3371
522.5	93.3357
522.55	93.3344
522.6	93.333
522.65	93.3317
522.7	93.3303
522.75	93.3289
522.8	93.3276
522.85	93.3262
522.9	93.3249
522.95	93.3235
523	93.3222
523.05	93.3208
523.1	93.3195
523.15	93.3181
523.2	93.3167
523.25	93.3154
523.3	93.314
523.35	93.3127
523.4	93.3113
523.45	93.31
523.5	93.3086
523.55	93.3073
523.6	93.306
523.65	93.3046
523.7	93.3033
523.75	93.3019
523.8	93.3006
523.85	93.2992
523.9	93.2979
523.95	93.2965
524	93.2952
524.05	93.2939
524.1	93.2925
524.15	93.2912
524.2	93.2898
524.25	93.2885
524.3	93.2872
524.35	93.2858
524.4	93.2845
524.45	93.2832
524.5	93.2818
524.55	93.2805
524.6	93.2792
524.65	93.2778
524.7	93.2765
524.75	93.2752
524.8	93.2738
524.85	93.2725
524.9	93.2712
524.95	93.2698
525	93.2685
525.05	93.2671
525.1	93.2659
525.15	93.2645
525.2	93.2632
525.25	93.2619
525.3	93.2606
525.35	93.2592
525.4	93.2579
525.45	93.2566
525.5	93.2553
525.55	93.2539
525.6	93.2527
525.65	93.2513
525.7	93.25
525.75	93.2487
525.8	93.2474
525.85	93.246
525.9	93.2447
525.95	93.2434
526	93.2421
526.05	93.2408
526.1	93.2395
526.15	93.2382
526.2	93.2369
526.25	93.2355
526.3	93.2342
526.35	93.2329
526.4	93.2316
526.45	93.2303
526.5	93.229
526.55	93.2277
526.6	93.2264
526.65	93.2251
526.7	93.2238
526.75	93.2225
526.8	93.2212
526.85	93.2199
526.9	93.2186
526.95	93.2173
527	93.216
527.05	93.2147
527.1	93.2134
527.15	93.2121
527.2	93.2108
527.25	93.2095
527.3	93.2082
527.35	93.2069
527.4	93.2056
527.45	93.2043
527.5	93.203
527.55	93.2017
527.6	93.2004
527.65	93.1991
527.7	93.1978
527.75	93.1966
527.8	93.1953
527.85	93.194
527.9	93.1927
527.95	93.1914
528	93.1901
528.05	93.1888
528.1	93.1875
528.15	93.1863
528.2	93.185
528.25	93.1837
528.3	93.1824
528.35	93.1811
528.4	93.1798
528.45	93.1786
528.5	93.1773
528.55	93.176
528.6	93.1747
528.65	93.1734
528.7	93.1722
528.75	93.1709
528.8	93.1696
528.85	93.1683
528.9	93.167
528.95	93.1658
529	93.1645
529.05	93.1632
529.1	93.162
529.15	93.1607
529.2	93.1594
529.25	93.1581
529.3	93.1569
529.35	93.1556
529.4	93.1543
529.45	93.1531
529.5	93.1518
529.55	93.1505
529.6	93.1493
529.65	93.148
529.7	93.1467
529.75	93.1455
529.8	93.1442
529.85	93.1429
529.9	93.1417
529.95	93.1404
530	93.1391
530.05	93.1378
530.1	93.1366
530.15	93.1353
530.2	93.1341
530.25	93.1328
530.3	93.1316
530.35	93.1303
530.4	93.1291
530.45	93.1278
530.5	93.1266
530.55	93.1253
530.6	93.124
530.65	93.1228
530.7	93.1215
530.75	93.1203
530.8	93.119
530.85	93.1178
530.9	93.1165
530.95	93.1153
531	93.114
531.05	93.1128
531.1	93.1115
531.15	93.1103
531.2	93.109
531.25	93.1078
531.3	93.1065
531.35	93.1053
531.4	93.104
531.45	93.1028
531.5	93.1016
531.55	93.1003
531.6	93.0991
531.65	93.0978
531.7	93.0966
531.75	93.0953
531.8	93.0941
531.85	93.0929
531.9	93.0916
531.95	93.0904
532	93.0891
532.05	93.0879
532.1	93.0867
532.15	93.0854
532.2	93.0842
532.25	93.083
532.3	93.0817
532.35	93.0805
532.4	93.0793
532.45	93.078
532.5	93.0768
532.55	93.0756
532.6	93.0743
532.65	93.0731
532.7	93.0719
532.75	93.0706
532.8	93.0694
532.85	93.0682
532.9	93.067
532.95	93.0657
533	93.0645
533.05	93.0632
533.1	93.062
533.15	93.0608
533.2	93.0596
533.25	93.0583
533.3	93.0571
533.35	93.0559
533.4	93.0547
533.45	93.0534
533.5	93.0522
533.55	93.051
533.6	93.0498
533.65	93.0485
533.7	93.0473
533.75	93.0461
533.8	93.0449
533.85	93.0437
533.9	93.0424
533.95	93.0412
534	93.04
534.05	93.0388
534.1	93.0376
534.15	93.0364
534.2	93.0351
534.25	93.0339
534.3	93.0327
534.35	93.0315
534.4	93.0303
534.45	93.0291
534.5	93.0279
534.55	93.0267
534.6	93.0255
534.65	93.0242
534.7	93.023
534.75	93.0218
534.8	93.0206
534.85	93.0194
534.9	93.0182
534.95	93.017
535	93.0158
535.05	93.0145
535.1	93.0134
535.15	93.0121
535.2	93.011
535.25	93.0097
535.3	93.0086
535.35	93.0074
535.4	93.0062
535.45	93.005
535.5	93.0038
535.55	93.0026
535.6	93.0014
535.65	93.0002
535.7	92.999
535.75	92.9978
535.8	92.9966
535.85	92.9954
535.9	92.9942
535.95	92.993
536	92.9918
536.05	92.9906
536.1	92.9894
536.15	92.9882
536.2	92.9871
536.25	92.9859
536.3	92.9847
536.35	92.9835
536.4	92.9823
536.45	92.9811
536.5	92.9799
536.55	92.9787
536.6	92.9775
536.65	92.9764
536.7	92.9752
536.75	92.974
536.8	92.9728
536.85	92.9716
536.9	92.9704
536.95	92.9692
537	92.9681
537.05	92.9669
537.1	92.9657
537.15	92.9645
537.2	92.9633
537.25	92.9621
537.3	92.961
537.35	92.9598
537.4	92.9586
537.45	92.9574
537.5	92.9563
537.55	92.9551
537.6	92.9539
537.65	92.9527
537.7	92.9515
537.75	92.9504
537.8	92.9492
537.85	92.948
537.9	92.9468
537.95	92.9457
538	92.9445
538.05	92.9433
538.1	92.9422
538.15	92.941
538.2	92.9398
538.25	92.9386
538.3	92.9375
538.35	92.9363
538.4	92.9351
538.45	92.934
538.5	92.9328
538.55	92.9316
538.6	92.9305
538.65	92.9293
538.7	92.9281
538.75	92.927
538.8	92.9258
538.85	92.9246
538.9	92.9235
538.95	92.9223
539	92.9211
539.05	92.92
539.1	92.9188
539.15	92.9176
539.2	92.9165
539.25	92.9153
539.3	92.9142
539.35	92.913
539.4	92.9118
539.45	92.9107
539.5	92.9095
539.55	92.9084
539.6	92.9072
539.65	92.9061
539.7	92.9049
539.75	92.9037
539.8	92.9026
539.85	92.9014
539.9	92.9003
539.95	92.8991
540	92.898
540.05	92.8967
540.1	92.8957
540.15	92.8944
540.2	92.8934
540.25	92.8922
540.3	92.8911
540.35	92.8899
540.4	92.8888
540.45	92.8876
540.5	92.8865
540.55	92.8853
540.6	92.8842
540.65	92.883
540.7	92.8819
540.75	92.8807
540.8	92.8796
540.85	92.8784
540.9	92.8773
540.95	92.8761
541	92.875
541.05	92.8738
541.1	92.8727
541.15	92.8716
541.2	92.8704
541.25	92.8693
541.3	92.8681
541.35	92.867
541.4	92.8659
541.45	92.8647
541.5	92.8636
541.55	92.8624
541.6	92.8613
541.65	92.8602
541.7	92.859
541.75	92.8579
541.8	92.8567
541.85	92.8556
541.9	92.8545
541.95	92.8533
542	92.8522
542.05	92.8511
542.1	92.8499
542.15	92.8488
542.2	92.8477
542.25	92.8465
542.3	92.8454
542.35	92.8443
542.4	92.8431
542.45	92.842
542.5	92.8409
542.55	92.8397
542.6	92.8386
542.65	92.8375
542.7	92.8364
542.75	92.8352
542.8	92.8341
542.85	92.833
542.9	92.8318
542.95	92.8307
543	92.8296
543.05	92.8285
543.1	92.8273
543.15	92.8262
543.2	92.8251
543.25	92.824
543.3	92.8228
543.35	92.8217
543.4	92.8206
543.45	92.8195
543.5	92.8183
543.55	92.8172
543.6	92.8161
543.65	92.815
543.7	92.8139
543.75	92.8127
543.8	92.8116
543.85	92.8105
543.9	92.8094
543.95	92.8083
544	92.8072
544.05	92.806
544.1	92.8049
544.15	92.8038
544.2	92.8027
544.25	92.8016
544.3	92.8005
544.35	92.7993
544.4	92.7982
544.45	92.7971
544.5	92.796
544.55	92.7949
544.6	92.7938
544.65	92.7927
544.7	92.7915
544.75	92.7904
544.8	92.7893
544.85	92.7882
544.9	92.7871
544.95	92.786
545	92.7849
545.05	92.7837
545.1	92.7827
545.15	92.7815
545.2	92.7804
545.25	92.7793
545.3	92.7782
545.35	92.7771
545.4	92.776
545.45	92.7749
545.5	92.7738
545.55	92.7726
545.6	92.7716
545.65	92.7704
545.7	92.7693
545.75	92.7682
545.8	92.7671
545.85	92.766
545.9	92.7649
545.95	92.7638
546	92.7627
546.05	92.7616
546.1	92.7605
546.15	92.7594
546.2	92.7583
546.25	92.7572
546.3	92.7561
546.35	92.755
546.4	92.7539
546.45	92.7528
546.5	92.7517
546.55	92.7506
546.6	92.7496
546.65	92.7485
546.7	92.7474
546.75	92.7463
546.8	92.7452
546.85	92.7441
546.9	92.743
546.95	92.7419
547	92.7408
547.05	92.7397
547.1	92.7386
547.15	92.7375
547.2	92.7365
547.25	92.7354
547.3	92.7343
547.35	92.7332
547.4	92.7321
547.45	92.731
547.5	92.7299
547.55	92.7288
547.6	92.7278
547.65	92.7267
547.7	92.7256
547.75	92.7245
547.8	92.7234
547.85	92.7223
547.9	92.7212
547.95	92.7202
548	92.7191
548.05	92.718
548.1	92.7169
548.15	92.7158
548.2	92.7147
548.25	92.7136
548.3	92.7125
548.35	92.7115
548.4	92.7104
548.45	92.7093
548.5	92.7082
548.55	92.7071
548.6	92.706
548.65	92.705
548.7	92.7039
548.75	92.7028
548.8	92.7017
548.85	92.7006
548.9	92.6995
548.95	92.6985
549	92.6974
549.05	92.6963
549.1	92.6952
549.15	92.6942
549.2	92.6931
549.25	92.692
549.3	92.6909
549.35	92.6899
549.4	92.6888
549.45	92.6877
549.5	92.6866
549.55	92.6856
549.6	92.6845
549.65	92.6834
549.7	92.6823
549.75	92.6813
549.8	92.6802
549.85	92.6791
549.9	92.6781
549.95	92.677
550	92.6759
550.05	92.6748
550.1	92.6738
550.15	92.6727
550.2	92.6717
550.25	92.6705
550.3	92.6695
550.35	92.6684
550.4	92.6674
550.45	92.6663
550.5	92.6653
550.55	92.6642
550.6	92.6631
550.65	92.662
550.7	92.661
550.75	92.6599
550.8	92.6589
550.85	92.6578
550.9	92.6567
550.95	92.6556
551	92.6546
551.05	92.6535
551.1	92.6525
551.15	92.6514
551.2	92.6503
551.25	92.6493
551.3	92.6482
551.35	92.6471
551.4	92.6461
551.45	92.645
551.5	92.644
551.55	92.6429
551.6	92.6418
551.65	92.6408
551.7	92.6397
551.75	92.6387
551.8	92.6376
551.85	92.6366
551.9	92.6355
551.95	92.6344
552	92.6334
552.05	92.6323
552.1	92.6313
552.15	92.6302
552.2	92.6292
552.25	92.6281
552.3	92.6271
552.35	92.626
552.4	92.6249
552.45	92.6239
552.5	92.6228
552.55	92.6218
552.6	92.6207
552.65	92.6197
552.7	92.6186
552.75	92.6176
552.8	92.6165
552.85	92.6155
552.9	92.6144
552.95	92.6134
553	92.6123
553.05	92.6113
553.1	92.6102
553.15	92.6092
553.2	92.6081
553.25	92.6071
553.3	92.606
553.35	92.605
553.4	92.6039
553.45	92.6029
553.5	92.6018
553.55	92.6008
553.6	92.5998
553.65	92.5987
553.7	92.5977
553.75	92.5966
553.8	92.5956
553.85	92.5945
553.9	92.5935
553.95	92.5924
554	92.5914
554.05	92.5904
554.1	92.5893
554.15	92.5883
554.2	92.5872
554.25	92.5862
554.3	92.5851
554.35	92.5841
554.4	92.5831
554.45	92.582
554.5	92.581
554.55	92.5799
554.6	92.5789
554.65	92.5779
554.7	92.5768
554.75	92.5758
554.8	92.5747
554.85	92.5737
554.9	92.5727
554.95	92.5716
555	92.5706
555.05	92.5695
555.1	92.5685
555.15	92.5674
555.2	92.5665
555.25	92.5654
555.3	92.5644
555.35	92.5633
555.4	92.5623
555.45	92.5613
555.5	92.5602
555.55	92.5592
555.6	92.5582
555.65	92.5571
555.7	92.5561
555.75	92.5551
555.8	92.554
555.85	92.553
555.9	92.552
555.95	92.5509
556	92.5499
556.05	92.5489
556.1	92.5479
556.15	92.5468
556.2	92.5458
556.25	92.5448
556.3	92.5437
556.35	92.5427
556.4	92.5417
556.45	92.5406
556.5	92.5396
556.55	92.5386
556.6	92.5376
556.65	92.5365
556.7	92.5355
556.75	92.5345
556.8	92.5335
556.85	92.5324
556.9	92.5314
556.95	92.5304
557	92.5294
557.05	92.5283
557.1	92.5273
557.15	92.5263
557.2	92.5253
557.25	92.5242
557.3	92.5232
557.35	92.5222
557.4	92.5212
557.45	92.5201
557.5	92.5191
557.55	92.5181
557.6	92.5171
557.65	92.5161
557.7	92.515
557.75	92.514
557.8	92.513
557.85	92.512
557.9	92.511
557.95	92.5099
558	92.5089
558.05	92.5079
558.1	92.5069
558.15	92.5059
558.2	92.5048
558.25	92.5038
558.3	92.5028
558.35	92.5018
558.4	92.5008
558.45	92.4997
558.5	92.4987
558.55	92.4977
558.6	92.4967
558.65	92.4957
558.7	92.4947
558.75	92.4937
558.8	92.4926
558.85	92.4916
558.9	92.4906
558.95	92.4896
559	92.4886
559.05	92.4876
559.1	92.4866
559.15	92.4855
559.2	92.4845
559.25	92.4835
559.3	92.4825
559.35	92.4815
559.4	92.4805
559.45	92.4795
559.5	92.4785
559.55	92.4774
559.6	92.4764
559.65	92.4754
559.7	92.4744
559.75	92.4734
559.8	92.4724
559.85	92.4714
559.9	92.4704
559.95	92.4694
560	92.4684
560.05	92.4673
560.1	92.4663
560.15	92.4653
560.2	92.4643
560.25	92.4633
560.3	92.4623
560.35	92.4613
560.4	92.4603
560.45	92.4593
560.5	92.4583
560.55	92.4573
560.6	92.4563
560.65	92.4552
560.7	92.4543
560.75	92.4532
560.8	92.4522
560.85	92.4512
560.9	92.4502
560.95	92.4492
561	92.4482
561.05	92.4472
561.1	92.4462
561.15	92.4452
561.2	92.4442
561.25	92.4432
561.3	92.4422
561.35	92.4412
561.4	92.4402
561.45	92.4392
561.5	92.4382
561.55	92.4372
561.6	92.4362
561.65	92.4352
561.7	92.4342
561.75	92.4332
561.8	92.4322
561.85	92.4312
561.9	92.4302
561.95	92.4292
562	92.4282
562.05	92.4272
562.1	92.4262
562.15	92.4252
562.2	92.4242
562.25	92.4232
562.3	92.4222
562.35	92.4212
562.4	92.4202
562.45	92.4192
562.5	92.4182
562.55	92.4172
562.6	92.4162
562.65	92.4152
562.7	92.4142
562.75	92.4133
562.8	92.4123
562.85	92.4113
562.9	92.4103
562.95	92.4093
563	92.4083
563.05	92.4073
563.1	92.4063
563.15	92.4053
563.2	92.4043
563.25	92.4033
563.3	92.4023
563.35	92.4013
563.4	92.4003
563.45	92.3993
563.5	92.3984
563.55	92.3974
563.6	92.3964
563.65	92.3954
563.7	92.3944
563.75	92.3934
563.8	92.3924
563.85	92.3914
563.9	92.3904
563.95	92.3894
564	92.3884
564.05	92.3875
564.1	92.3865
564.15	92.3855
564.2	92.3845
564.25	92.3835
564.3	92.3825
564.35	92.3815
564.4	92.3805
564.45	92.3795
564.5	92.3786
564.55	92.3776
564.6	92.3766
564.65	92.3756
564.7	92.3746
564.75	92.3736
564.8	92.3726
564.85	92.3717
564.9	92.3707
564.95	92.3697
565	92.3687
565.05	92.3677
565.1	92.3667
565.15	92.3657
565.2	92.3648
565.25	92.3637
565.3	92.3628
565.35	92.3618
565.4	92.3608
565.45	92.3598
565.5	92.3589
565.55	92.3579
565.6	92.3569
565.65	92.3559
565.7	92.3549
565.75	92.3539
565.8	92.353
565.85	92.352
565.9	92.351
565.95	92.35
566	92.349
566.05	92.348
566.1	92.3471
566.15	92.3461
566.2	92.3451
566.25	92.3441
566.3	92.3431
566.35	92.3422
566.4	92.3412
566.45	92.3402
566.5	92.3392
566.55	92.3382
566.6	92.3373
566.65	92.3363
566.7	92.3353
566.75	92.3343
566.8	92.3334
566.85	92.3324
566.9	92.3314
566.95	92.3304
567	92.3294
567.05	92.3285
567.1	92.3275
567.15	92.3265
567.2	92.3255
567.25	92.3246
567.3	92.3236
567.35	92.3226
567.4	92.3216
567.45	92.3207
567.5	92.3197
567.55	92.3187
567.6	92.3177
567.65	92.3168
567.7	92.3158
567.75	92.3148
567.8	92.3138
567.85	92.3129
567.9	92.3119
567.95	92.3109
568	92.3099
568.05	92.309
568.1	92.308
568.15	92.307
568.2	92.306
568.25	92.3051
568.3	92.3041
568.35	92.3031
568.4	92.3022
568.45	92.3012
568.5	92.3002
568.55	92.2992
568.6	92.2983
568.65	92.2973
568.7	92.2963
568.75	92.2954
568.8	92.2944
568.85	92.2934
568.9	92.2924
568.95	92.2915
569	92.2905
569.05	92.2895
569.1	92.2886
569.15	92.2876
569.2	92.2866
569.25	92.2857
569.3	92.2847
569.35	92.2837
569.4	92.2827
569.45	92.2818
569.5	92.2808
569.55	92.2798
569.6	92.2789
569.65	92.2779
569.7	92.2769
569.75	92.276
569.8	92.275
569.85	92.274
569.9	92.2731
569.95	92.2721
570	92.2711
570.05	92.2701
570.1	92.2692
570.15	92.2682
570.2	92.2673
570.25	92.2663
570.3	92.2653
570.35	92.2643
570.4	92.2634
570.45	92.2624
570.5	92.2615
570.55	92.2605
570.6	92.2595
570.65	92.2586
570.7	92.2576
570.75	92.2566
570.8	92.2557
570.85	92.2547
570.9	92.2538
570.95	92.2528
571	92.2518
571.05	92.2509
571.1	92.2499
571.15	92.2489
571.2	92.248
571.25	92.247
571.3	92.2461
571.35	92.2451
571.4	92.2441
571.45	92.2432
571.5	92.2422
571.55	92.2412
571.6	92.2403
571.65	92.2393
571.7	92.2384
571.75	92.2374
571.8	92.2364
571.85	92.2355
571.9	92.2345
571.95	92.2336
572	92.2326
572.05	92.2316
572.1	92.2307
572.15	92.2297
572.2	92.2287
572.25	92.2278
572.3	92.2268
572.35	92.2259
572.4	92.2249
572.45	92.224
572.5	92.223
572.55	92.222
572.6	92.2211
572.65	92.2201
572.7	92.2192
572.75	92.2182
572.8	92.2172
572.85	92.2163
572.9	92.2153
572.95	92.2144
573	92.2134
573.05	92.2124
573.1	92.2115
573.15	92.2105
573.2	92.2096
573.25	92.2086
573.3	92.2077
573.35	92.2067
573.4	92.2057
573.45	92.2048
573.5	92.2038
573.55	92.2029
573.6	92.2019
573.65	92.201
573.7	92.2
573.75	92.1991
573.8	92.1981
573.85	92.1971
573.9	92.1962
573.95	92.1952
574	92.1943
574.05	92.1933
574.1	92.1924
574.15	92.1914
574.2	92.1905
574.25	92.1895
574.3	92.1885
574.35	92.1876
574.4	92.1866
574.45	92.1857
574.5	92.1847
574.55	92.1838
574.6	92.1828
574.65	92.1819
574.7	92.1809
574.75	92.18
574.8	92.179
574.85	92.178
574.9	92.1771
574.95	92.1761
575	92.1752
575.05	92.1742
575.1	92.1733
575.15	92.1723
575.2	92.1714
575.25	92.1704
575.3	92.1695
575.35	92.1685
575.4	92.1676
575.45	92.1666
575.5	92.1657
575.55	92.1647
575.6	92.1638
575.65	92.1628
575.7	92.1619
575.75	92.1609
575.8	92.16
575.85	92.159
575.9	92.158
575.95	92.1571
576	92.1561
576.05	92.1552
576.1	92.1542
576.15	92.1533
576.2	92.1523
576.25	92.1514
576.3	92.1504
576.35	92.1495
576.4	92.1485
576.45	92.1476
576.5	92.1466
576.55	92.1457
576.6	92.1447
576.65	92.1438
576.7	92.1428
576.75	92.1419
576.8	92.1409
576.85	92.14
576.9	92.139
576.95	92.1381
577	92.1371
577.05	92.1362
577.1	92.1353
577.15	92.1343
577.2	92.1334
577.25	92.1324
577.3	92.1315
577.35	92.1305
577.4	92.1296
577.45	92.1286
577.5	92.1277
577.55	92.1267
577.6	92.1258
577.65	92.1248
577.7	92.1239
577.75	92.1229
577.8	92.122
577.85	92.121
577.9	92.1201
577.95	92.1191
578	92.1182
578.05	92.1172
578.1	92.1163
578.15	92.1153
578.2	92.1144
578.25	92.1134
578.3	92.1125
578.35	92.1116
578.4	92.1106
578.45	92.1097
578.5	92.1087
578.55	92.1078
578.6	92.1068
578.65	92.1059
578.7	92.1049
578.75	92.104
578.8	92.103
578.85	92.1021
578.9	92.1011
578.95	92.1002
579	92.0993
579.05	92.0983
579.1	92.0974
579.15	92.0964
579.2	92.0955
579.25	92.0945
579.3	92.0936
579.35	92.0926
579.4	92.0917
579.45	92.0907
579.5	92.0898
579.55	92.0889
579.6	92.0879
579.65	92.087
579.7	92.086
579.75	92.0851
579.8	92.0841
579.85	92.0832
579.9	92.0822
579.95	92.0813
580	92.0803
580.05	92.0793
580.1	92.0785
580.15	92.0775
580.2	92.0766
580.25	92.0756
580.3	92.0747
580.35	92.0737
580.4	92.0728
580.45	92.0718
580.5	92.0709
580.55	92.0699
580.6	92.069
580.65	92.0681
580.7	92.0671
580.75	92.0662
580.8	92.0652
580.85	92.0643
580.9	92.0634
580.95	92.0624
581	92.0615
581.05	92.0605
581.1	92.0596
581.15	92.0586
581.2	92.0577
581.25	92.0567
581.3	92.0558
581.35	92.0549
581.4	92.0539
581.45	92.053
581.5	92.052
581.55	92.0511
581.6	92.0501
581.65	92.0492
581.7	92.0483
581.75	92.0473
581.8	92.0464
581.85	92.0454
581.9	92.0445
581.95	92.0435
582	92.0426
582.05	92.0417
582.1	92.0407
582.15	92.0398
582.2	92.0388
582.25	92.0379
582.3	92.0369
582.35	92.036
582.4	92.0351
582.45	92.0341
582.5	92.0332
582.55	92.0322
582.6	92.0313
582.65	92.0303
582.7	92.0294
