t	F
271.4	105.629
271.45	105.626
271.5	105.623
271.55	105.62
271.6	105.617
271.65	105.614
271.7	105.611
271.75	105.608
271.8	105.605
271.85	105.602
271.9	105.599
271.95	105.596
272	105.592
272.05	105.589
272.1	105.586
272.15	105.583
272.2	105.58
272.25	105.577
272.3	105.574
272.35	105.571
272.4	105.568
272.45	105.565
272.5	105.562
272.55	105.559
272.6	105.556
272.65	105.553
272.7	105.55
272.75	105.547
272.8	105.544
272.85	105.541
272.9	105.538
272.95	105.535
273	105.532
273.05	105.529
273.1	105.526
273.15	105.522
273.2	105.519
273.25	105.516
273.3	105.513
273.35	105.51
273.4	105.507
273.45	105.504
273.5	105.501
273.55	105.498
273.6	105.495
273.65	105.492
273.7	105.489
273.75	105.486
273.8	105.483
273.85	105.48
273.9	105.477
273.95	105.474
274	105.471
274.05	105.468
274.1	105.465
274.15	105.462
274.2	105.459
274.25	105.456
274.3	105.453
274.35	105.45
274.4	105.447
274.45	105.444
274.5	105.44
274.55	105.437
274.6	105.434
274.65	105.431
274.7	105.428
274.75	105.425
274.8	105.422
274.85	105.419
274.9	105.416
274.95	105.413
275	105.41
275.05	105.407
275.1	105.404
275.15	105.401
275.2	105.398
275.25	105.395
275.3	105.392
275.35	105.389
275.4	105.386
275.45	105.383
275.5	105.38
275.55	105.377
275.6	105.374
275.65	105.371
275.7	105.368
275.75	105.365
275.8	105.362
275.85	105.359
275.9	105.356
275.95	105.353
276	105.35
276.05	105.347
276.1	105.344
276.15	105.341
276.2	105.338
276.25	105.334
276.3	105.331
276.35	105.328
276.4	105.325
276.45	105.322
276.5	105.319
276.55	105.316
276.6	105.313
276.65	105.31
276.7	105.307
276.75	105.304
276.8	105.301
276.85	105.298
276.9	105.295
276.95	105.292
277	105.289
277.05	105.286
277.1	105.283
277.15	105.28
277.2	105.277
277.25	105.274
277.3	105.271
277.35	105.268
277.4	105.265
277.45	105.262
277.5	105.259
277.55	105.256
277.6	105.253
277.65	105.25
277.7	105.247
277.75	105.244
277.8	105.241
277.85	105.238
277.9	105.235
277.95	105.232
278	105.229
278.05	105.226
278.1	105.223
278.15	105.22
278.2	105.217
278.25	105.214
278.3	105.211
278.35	105.208
278.4	105.205
278.45	105.202
278.5	105.199
278.55	105.196
278.6	105.193
278.65	105.19
278.7	105.187
278.75	105.184
278.8	105.181
278.85	105.178
278.9	105.175
278.95	105.172
279	105.169
279.05	105.166
279.1	105.163
279.15	105.16
279.2	105.157
279.25	105.154
279.3	105.151
279.35	105.148
279.4	105.145
279.45	105.142
279.5	105.139
279.55	105.135
279.6	105.132
279.65	105.129
279.7	105.126
279.75	105.123
279.8	105.12
279.85	105.117
279.9	105.114
279.95	105.111
280	105.108
280.05	105.105
280.1	105.102
280.15	105.099
280.2	105.096
280.25	105.093
280.3	105.09
280.35	105.087
280.4	105.084
280.45	105.081
280.5	105.078
280.55	105.075
280.6	105.072
280.65	105.069
280.7	105.066
280.75	105.063
280.8	105.06
280.85	105.057
280.9	105.054
280.95	105.051
281	105.048
281.05	105.045
281.1	105.042
281.15	105.039
281.2	105.036
281.25	105.033
281.3	105.03
281.35	105.027
281.4	105.024
281.45	105.021
281.5	105.018
281.55	105.015
281.6	105.012
281.65	105.009
281.7	105.006
281.75	105.003
281.8	105
281.85	104.997
281.9	104.994
281.95	104.991
282	104.988
282.05	104.985
282.1	104.982
282.15	104.979
282.2	104.976
282.25	104.973
282.3	104.97
282.35	104.967
282.4	104.964
282.45	104.961
282.5	104.958
282.55	104.955
282.6	104.952
282.65	104.949
282.7	104.946
282.75	104.943
282.8	104.94
282.85	104.937
282.9	104.934
282.95	104.931
283	104.928
283.05	104.925
283.1	104.923
283.15	104.92
283.2	104.917
283.25	104.914
283.3	104.911
283.35	104.908
283.4	104.905
283.45	104.902
283.5	104.899
283.55	104.896
283.6	104.893
283.65	104.89
283.7	104.887
283.75	104.884
283.8	104.881
283.85	104.878
283.9	104.875
283.95	104.872
284	104.869
284.05	104.866
284.1	104.863
284.15	104.86
284.2	104.857
284.25	104.854
284.3	104.851
284.35	104.848
284.4	104.845
284.45	104.842
284.5	104.839
284.55	104.836
284.6	104.833
284.65	104.83
284.7	104.827
284.75	104.824
284.8	104.821
284.85	104.818
284.9	104.815
284.95	104.812
285	104.809
285.05	104.806
285.1	104.803
285.15	104.8
285.2	104.797
285.25	104.794
285.3	104.791
285.35	104.788
285.4	104.785
285.45	104.782
285.5	104.779
285.55	104.776
285.6	104.773
285.65	104.77
285.7	104.767
285.75	104.764
285.8	104.761
285.85	104.758
285.9	104.755
285.95	104.752
286	104.749
286.05	104.746
286.1	104.743
286.15	104.74
286.2	104.737
286.25	104.734
286.3	104.731
286.35	104.728
286.4	104.725
286.45	104.722
286.5	104.719
286.55	104.716
286.6	104.713
286.65	104.71
286.7	104.707
286.75	104.704
286.8	104.701
286.85	104.699
286.9	104.696
286.95	104.693
287	104.69
287.05	104.687
287.1	104.684
287.15	104.681
287.2	104.678
287.25	104.675
287.3	104.672
287.35	104.669
287.4	104.666
287.45	104.663
287.5	104.66
287.55	104.657
287.6	104.654
287.65	104.651
287.7	104.648
287.75	104.645
287.8	104.642
287.85	104.639
287.9	104.636
287.95	104.633
288	104.63
288.05	104.627
288.1	104.624
288.15	104.621
288.2	104.618
288.25	104.615
288.3	104.612
288.35	104.609
288.4	104.606
288.45	104.603
288.5	104.6
288.55	104.597
288.6	104.594
288.65	104.591
288.7	104.588
288.75	104.585
288.8	104.582
288.85	104.579
288.9	104.576
288.95	104.573
289	104.57
289.05	104.567
289.1	104.564
289.15	104.562
289.2	104.559
289.25	104.556
289.3	104.553
289.35	104.55
289.4	104.547
289.45	104.544
289.5	104.541
289.55	104.538
289.6	104.535
289.65	104.532
289.7	104.529
289.75	104.526
289.8	104.523
289.85	104.52
289.9	104.517
289.95	104.514
290	104.511
290.05	104.508
290.1	104.505
290.15	104.502
290.2	104.499
290.25	104.496
290.3	104.493
290.35	104.49
290.4	104.487
290.45	104.484
290.5	104.481
290.55	104.478
290.6	104.475
290.65	104.472
290.7	104.469
290.75	104.466
290.8	104.463
290.85	104.46
290.9	104.457
290.95	104.454
291	104.451
291.05	104.448
291.1	104.446
291.15	104.443
291.2	104.44
291.25	104.437
291.3	104.434
291.35	104.431
291.4	104.428
291.45	104.425
291.5	104.422
291.55	104.419
291.6	104.416
291.65	104.413
291.7	104.41
291.75	104.407
291.8	104.404
291.85	104.401
291.9	104.398
291.95	104.395
292	104.392
292.05	104.389
292.1	104.386
292.15	104.383
292.2	104.38
292.25	104.377
292.3	104.374
292.35	104.371
292.4	104.368
292.45	104.365
292.5	104.362
292.55	104.359
292.6	104.356
292.65	104.353
292.7	104.35
292.75	104.347
292.8	104.344
292.85	104.342
292.9	104.339
292.95	104.336
293	104.333
293.05	104.33
293.1	104.327
293.15	104.324
293.2	104.321
293.25	104.318
293.3	104.315
293.35	104.312
293.4	104.309
293.45	104.306
293.5	104.303
293.55	104.3
293.6	104.297
293.65	104.294
293.7	104.291
293.75	104.288
293.8	104.285
293.85	104.282
293.9	104.279
293.95	104.276
294	104.273
294.05	104.27
294.1	104.267
294.15	104.264
294.2	104.261
294.25	104.258
294.3	104.255
294.35	104.252
294.4	104.249
294.45	104.246
294.5	104.243
294.55	104.24
294.6	104.238
294.65	104.235
294.7	104.232
294.75	104.229
294.8	104.226
294.85	104.223
294.9	104.22
294.95	104.217
295	104.214
295.05	104.211
295.1	104.208
295.15	104.205
295.2	104.202
295.25	104.199
295.3	104.196
295.35	104.193
295.4	104.19
295.45	104.187
295.5	104.184
295.55	104.181
295.6	104.178
295.65	104.175
295.7	104.172
295.75	104.169
295.8	104.166
295.85	104.163
295.9	104.16
295.95	104.157
296	104.154
296.05	104.151
296.1	104.148
296.15	104.145
296.2	104.142
296.25	104.139
296.3	104.136
296.35	104.133
296.4	104.131
296.45	104.128
296.5	104.125
296.55	104.122
296.6	104.119
296.65	104.116
296.7	104.113
296.75	104.11
296.8	104.107
296.85	104.104
296.9	104.101
296.95	104.098
297	104.095
297.05	104.092
297.1	104.089
297.15	104.086
297.2	104.083
297.25	104.08
297.3	104.077
297.35	104.074
297.4	104.071
297.45	104.068
297.5	104.065
297.55	104.062
297.6	104.059
297.65	104.056
297.7	104.053
297.75	104.05
297.8	104.047
297.85	104.044
297.9	104.041
297.95	104.038
298	104.035
298.05	104.032
298.1	104.029
298.15	104.026
298.2	104.023
298.25	104.02
298.3	104.017
298.35	104.014
298.4	104.011
298.45	104.009
298.5	104.006
298.55	104.003
298.6	104
298.65	103.997
298.7	103.994
298.75	103.991
298.8	103.988
298.85	103.985
298.9	103.982
298.95	103.979
299	103.976
299.05	103.973
299.1	103.97
299.15	103.967
299.2	103.964
299.25	103.961
299.3	103.958
299.35	103.955
299.4	103.952
299.45	103.949
299.5	103.946
299.55	103.943
299.6	103.94
299.65	103.937
299.7	103.934
299.75	103.931
299.8	103.928
299.85	103.925
299.9	103.922
299.95	103.919
300	103.916
300.05	103.913
300.1	103.91
300.15	103.907
300.2	103.904
300.25	103.901
300.3	103.898
300.35	103.895
300.4	103.892
300.45	103.889
300.5	103.886
300.55	103.883
300.6	103.88
300.65	103.877
300.7	103.874
300.75	103.871
300.8	103.868
300.85	103.865
300.9	103.862
300.95	103.859
301	103.856
301.05	103.853
301.1	103.85
301.15	103.847
301.2	103.844
301.25	103.841
301.3	103.838
301.35	103.835
301.4	103.832
301.45	103.829
301.5	103.826
301.55	103.823
301.6	103.82
301.65	103.817
301.7	103.814
301.75	103.811
301.8	103.808
301.85	103.805
301.9	103.802
301.95	103.799
302	103.796
302.05	103.793
302.1	103.79
302.15	103.787
302.2	103.784
302.25	103.781
302.3	103.778
302.35	103.775
302.4	103.772
302.45	103.769
302.5	103.766
302.55	103.763
302.6	103.76
302.65	103.757
302.7	103.754
302.75	103.751
302.8	103.748
302.85	103.745
302.9	103.742
302.95	103.739
303	103.736
303.05	103.733
303.1	103.73
303.15	103.727
303.2	103.724
303.25	103.721
303.3	103.718
303.35	103.715
303.4	103.712
303.45	103.709
303.5	103.706
303.55	103.703
303.6	103.7
303.65	103.697
303.7	103.694
303.75	103.691
303.8	103.688
303.85	103.685
303.9	103.682
303.95	103.679
304	103.676
304.05	103.673
304.1	103.67
304.15	103.667
304.2	103.664
304.25	103.661
304.3	103.658
304.35	103.655
304.4	103.652
304.45	103.649
304.5	103.646
304.55	103.643
304.6	103.64
304.65	103.637
304.7	103.634
304.75	103.63
304.8	103.627
304.85	103.624
304.9	103.621
304.95	103.618
305	103.615
305.05	103.612
305.1	103.609
305.15	103.606
305.2	103.603
305.25	103.6
305.3	103.597
305.35	103.594
305.4	103.591
305.45	103.588
305.5	103.585
305.55	103.582
305.6	103.579
305.65	103.576
305.7	103.573
305.75	103.569
305.8	103.566
305.85	103.563
305.9	103.56
305.95	103.557
306	103.554
306.05	103.551
306.1	103.548
306.15	103.545
306.2	103.542
306.25	103.539
306.3	103.536
306.35	103.533
306.4	103.53
306.45	103.527
306.5	103.524
306.55	103.521
306.6	103.518
306.65	103.514
306.7	103.511
306.75	103.508
306.8	103.505
306.85	103.502
306.9	103.499
306.95	103.496
307	103.493
307.05	103.49
307.1	103.487
307.15	103.484
307.2	103.481
307.25	103.478
307.3	103.475
307.35	103.471
307.4	103.468
307.45	103.465
307.5	103.462
307.55	103.459
307.6	103.456
307.65	103.453
307.7	103.45
307.75	103.447
307.8	103.444
307.85	103.44
307.9	103.437
307.95	103.434
308	103.431
308.05	103.428
308.1	103.425
308.15	103.422
308.2	103.419
308.25	103.416
308.3	103.412
308.35	103.409
308.4	103.406
308.45	103.403
308.5	103.4
308.55	103.397
308.6	103.394
308.65	103.391
308.7	103.387
308.75	103.384
308.8	103.381
308.85	103.378
308.9	103.375
308.95	103.372
309	103.369
309.05	103.365
309.1	103.362
309.15	103.359
309.2	103.356
309.25	103.353
309.3	103.35
309.35	103.346
309.4	103.343
309.45	103.34
309.5	103.337
309.55	103.334
309.6	103.331
309.65	103.327
309.7	103.324
309.75	103.321
309.8	103.318
309.85	103.315
309.9	103.311
309.95	103.308
310	103.305
310.05	103.302
310.1	103.299
310.15	103.295
310.2	103.292
310.25	103.289
310.3	103.286
310.35	103.283
310.4	103.28
310.45	103.276
310.5	103.273
310.55	103.27
310.6	103.267
310.65	103.263
310.7	103.26
310.75	103.257
310.8	103.254
310.85	103.251
310.9	103.247
310.95	103.244
311	103.241
311.05	103.238
311.1	103.234
311.15	103.231
311.2	103.228
311.25	103.225
311.3	103.221
311.35	103.218
311.4	103.215
311.45	103.211
311.5	103.208
311.55	103.205
311.6	103.202
311.65	103.198
311.7	103.195
311.75	103.192
311.8	103.188
311.85	103.185
311.9	103.182
311.95	103.178
312	103.175
312.05	103.172
312.1	103.168
312.15	103.165
312.2	103.162
312.25	103.158
312.3	103.155
312.35	103.152
312.4	103.148
312.45	103.145
312.5	103.142
312.55	103.138
312.6	103.135
312.65	103.132
312.7	103.128
312.75	103.125
312.8	103.121
312.85	103.118
312.9	103.115
312.95	103.111
313	103.108
313.05	103.104
313.1	103.101
313.15	103.098
313.2	103.094
313.25	103.091
313.3	103.087
313.35	103.084
313.4	103.08
313.45	103.077
313.5	103.074
313.55	103.07
313.6	103.067
313.65	103.063
313.7	103.06
313.75	103.056
313.8	103.053
313.85	103.049
313.9	103.046
313.95	103.042
314	103.039
314.05	103.035
314.1	103.032
314.15	103.028
314.2	103.025
314.25	103.021
314.3	103.018
314.35	103.014
314.4	103.011
314.45	103.007
314.5	103.003
314.55	103
314.6	102.996
314.65	102.993
314.7	102.989
314.75	102.986
314.8	102.982
314.85	102.978
314.9	102.975
314.95	102.971
315	102.968
315.05	102.964
315.1	102.96
315.15	102.957
315.2	102.953
315.25	102.95
315.3	102.946
315.35	102.942
315.4	102.939
315.45	102.935
315.5	102.932
315.55	102.928
315.6	102.924
315.65	102.921
315.7	102.917
315.75	102.913
315.8	102.91
315.85	102.906
315.9	102.902
315.95	102.899
316	102.895
316.05	102.891
316.1	102.888
316.15	102.884
316.2	102.88
316.25	102.877
316.3	102.873
316.35	102.869
316.4	102.866
316.45	102.862
316.5	102.858
316.55	102.855
316.6	102.851
316.65	102.847
316.7	102.844
316.75	102.84
316.8	102.836
316.85	102.833
316.9	102.829
316.95	102.825
317	102.822
317.05	102.818
317.1	102.814
317.15	102.811
317.2	102.807
317.25	102.803
317.3	102.8
317.35	102.796
317.4	102.792
317.45	102.789
317.5	102.785
317.55	102.782
317.6	102.778
317.65	102.774
317.7	102.771
317.75	102.767
317.8	102.764
317.85	102.76
317.9	102.756
317.95	102.753
318	102.749
318.05	102.746
318.1	102.742
318.15	102.739
318.2	102.735
318.25	102.732
318.3	102.728
318.35	102.725
318.4	102.721
318.45	102.718
318.5	102.714
318.55	102.711
318.6	102.707
318.65	102.704
318.7	102.7
318.75	102.697
318.8	102.694
318.85	102.69
318.9	102.687
318.95	102.683
319	102.68
319.05	102.677
319.1	102.673
319.15	102.67
319.2	102.667
319.25	102.663
319.3	102.66
319.35	102.657
319.4	102.653
319.45	102.65
319.5	102.647
319.55	102.644
319.6	102.64
319.65	102.637
319.7	102.634
319.75	102.631
319.8	102.627
319.85	102.624
319.9	102.621
319.95	102.618
320	102.615
320.05	102.611
320.1	102.608
320.15	102.605
320.2	102.602
320.25	102.599
320.3	102.596
320.35	102.593
320.4	102.59
320.45	102.586
320.5	102.584
320.55	102.58
320.6	102.577
320.65	102.574
320.7	102.571
320.75	102.568
320.8	102.565
320.85	102.562
320.9	102.559
320.95	102.556
321	102.553
321.05	102.55
321.1	102.547
321.15	102.544
321.2	102.541
321.25	102.538
321.3	102.535
321.35	102.533
321.4	102.53
321.45	102.527
321.5	102.524
321.55	102.521
321.6	102.518
321.65	102.515
321.7	102.512
321.75	102.509
321.8	102.507
321.85	102.504
321.9	102.501
321.95	102.498
322	102.495
322.05	102.492
322.1	102.49
322.15	102.487
322.2	102.484
322.25	102.481
322.3	102.478
322.35	102.476
322.4	102.473
322.45	102.47
322.5	102.467
322.55	102.465
322.6	102.462
322.65	102.459
322.7	102.456
322.75	102.454
322.8	102.451
322.85	102.448
322.9	102.445
322.95	102.443
323	102.44
323.05	102.437
323.1	102.435
323.15	102.432
323.2	102.429
323.25	102.427
323.3	102.424
323.35	102.421
323.4	102.419
323.45	102.416
323.5	102.413
323.55	102.411
323.6	102.408
323.65	102.405
323.7	102.403
323.75	102.4
323.8	102.397
323.85	102.395
323.9	102.392
323.95	102.39
324	102.387
324.05	102.384
324.1	102.382
324.15	102.379
324.2	102.377
324.25	102.374
324.3	102.372
324.35	102.369
324.4	102.366
324.45	102.364
324.5	102.361
324.55	102.359
324.6	102.356
324.65	102.354
324.7	102.351
324.75	102.349
324.8	102.346
324.85	102.343
324.9	102.341
324.95	102.338
325	102.336
325.05	102.333
325.1	102.331
325.15	102.328
325.2	102.326
325.25	102.323
325.3	102.321
325.35	102.318
325.4	102.316
325.45	102.313
325.5	102.311
325.55	102.308
325.6	102.306
325.65	102.303
325.7	102.301
325.75	102.298
325.8	102.296
325.85	102.294
325.9	102.291
325.95	102.289
326	102.286
326.05	102.284
326.1	102.281
326.15	102.279
326.2	102.276
326.25	102.274
326.3	102.272
326.35	102.269
326.4	102.267
326.45	102.264
326.5	102.262
326.55	102.259
326.6	102.257
326.65	102.255
326.7	102.252
326.75	102.25
326.8	102.247
326.85	102.245
326.9	102.243
326.95	102.24
327	102.238
327.05	102.235
327.1	102.233
327.15	102.231
327.2	102.228
327.25	102.226
327.3	102.223
327.35	102.221
327.4	102.219
327.45	102.216
327.5	102.214
327.55	102.212
327.6	102.209
327.65	102.207
327.7	102.205
327.75	102.202
327.8	102.2
327.85	102.197
327.9	102.195
327.95	102.193
328	102.19
328.05	102.188
328.1	102.186
328.15	102.183
328.2	102.181
328.25	102.179
328.3	102.176
328.35	102.174
328.4	102.172
328.45	102.169
328.5	102.167
328.55	102.165
328.6	102.162
328.65	102.16
328.7	102.158
328.75	102.156
328.8	102.153
328.85	102.151
328.9	102.149
328.95	102.146
329	102.144
329.05	102.142
329.1	102.139
329.15	102.137
329.2	102.135
329.25	102.132
329.3	102.13
329.35	102.128
329.4	102.126
329.45	102.123
329.5	102.121
329.55	102.119
329.6	102.117
329.65	102.114
329.7	102.112
329.75	102.11
329.8	102.107
329.85	102.105
329.9	102.103
329.95	102.101
330	102.098
330.05	102.096
330.1	102.094
330.15	102.091
330.2	102.089
330.25	102.087
330.3	102.085
330.35	102.082
330.4	102.08
330.45	102.078
330.5	102.076
330.55	102.074
330.6	102.071
330.65	102.069
330.7	102.067
330.75	102.065
330.8	102.062
330.85	102.06
330.9	102.058
330.95	102.056
331	102.053
331.05	102.051
331.1	102.049
331.15	102.047
331.2	102.045
331.25	102.042
331.3	102.04
331.35	102.038
331.4	102.036
331.45	102.033
331.5	102.031
331.55	102.029
331.6	102.027
331.65	102.025
331.7	102.022
331.75	102.02
331.8	102.018
331.85	102.016
331.9	102.014
331.95	102.011
332	102.009
332.05	102.007
332.1	102.005
332.15	102.003
332.2	102
332.25	101.998
332.3	101.996
332.35	101.994
332.4	101.992
332.45	101.99
332.5	101.987
332.55	101.985
332.6	101.983
332.65	101.981
332.7	101.979
332.75	101.976
332.8	101.974
332.85	101.972
332.9	101.97
332.95	101.968
333	101.966
333.05	101.963
333.1	101.961
333.15	101.959
333.2	101.957
333.25	101.955
333.3	101.953
333.35	101.951
333.4	101.948
333.45	101.946
333.5	101.944
333.55	101.942
333.6	101.94
333.65	101.938
333.7	101.935
333.75	101.933
333.8	101.931
333.85	101.929
333.9	101.927
333.95	101.925
334	101.923
334.05	101.92
334.1	101.918
334.15	101.916
334.2	101.914
334.25	101.912
334.3	101.91
334.35	101.908
334.4	101.906
334.45	101.903
334.5	101.901
334.55	101.899
334.6	101.897
334.65	101.895
334.7	101.893
334.75	101.891
334.8	101.889
334.85	101.886
334.9	101.884
334.95	101.882
335	101.88
335.05	101.878
335.1	101.876
335.15	101.874
335.2	101.872
335.25	101.869
335.3	101.867
335.35	101.865
335.4	101.863
335.45	101.861
335.5	101.859
335.55	101.857
335.6	101.855
335.65	101.853
335.7	101.851
335.75	101.848
335.8	101.846
335.85	101.844
335.9	101.842
335.95	101.84
336	101.838
336.05	101.836
336.1	101.834
336.15	101.832
336.2	101.83
336.25	101.828
336.3	101.826
336.35	101.823
336.4	101.821
336.45	101.819
336.5	101.817
336.55	101.815
336.6	101.813
336.65	101.811
336.7	101.809
336.75	101.807
336.8	101.805
336.85	101.803
336.9	101.801
336.95	101.799
337	101.796
337.05	101.794
337.1	101.792
337.15	101.79
337.2	101.788
337.25	101.786
337.3	101.784
337.35	101.782
337.4	101.78
337.45	101.778
337.5	101.776
337.55	101.774
337.6	101.772
337.65	101.77
337.7	101.768
337.75	101.766
337.8	101.764
337.85	101.761
337.9	101.759
337.95	101.757
338	101.755
338.05	101.753
338.1	101.751
338.15	101.749
338.2	101.747
338.25	101.745
338.3	101.743
338.35	101.741
338.4	101.739
338.45	101.737
338.5	101.735
338.55	101.733
338.6	101.731
338.65	101.729
338.7	101.727
338.75	101.725
338.8	101.723
338.85	101.721
338.9	101.719
338.95	101.717
339	101.715
339.05	101.713
339.1	101.711
339.15	101.709
339.2	101.707
339.25	101.704
339.3	101.702
339.35	101.7
339.4	101.698
339.45	101.696
339.5	101.694
339.55	101.692
339.6	101.69
339.65	101.688
339.7	101.686
339.75	101.684
339.8	101.682
339.85	101.68
339.9	101.678
339.95	101.676
340	101.674
340.05	101.672
340.1	101.67
340.15	101.668
340.2	101.666
340.25	101.664
340.3	101.662
340.35	101.66
340.4	101.658
340.45	101.656
340.5	101.654
340.55	101.652
340.6	101.65
340.65	101.648
340.7	101.646
340.75	101.644
340.8	101.642
340.85	101.64
340.9	101.638
340.95	101.636
341	101.634
341.05	101.632
341.1	101.63
341.15	101.628
341.2	101.626
341.25	101.624
341.3	101.622
341.35	101.62
341.4	101.618
341.45	101.616
341.5	101.614
341.55	101.612
341.6	101.61
341.65	101.608
341.7	101.606
341.75	101.604
341.8	101.602
341.85	101.6
341.9	101.598
341.95	101.597
342	101.595
342.05	101.593
342.1	101.591
342.15	101.589
342.2	101.587
342.25	101.585
342.3	101.583
342.35	101.581
342.4	101.579
342.45	101.577
342.5	101.575
342.55	101.573
342.6	101.571
342.65	101.569
342.7	101.567
342.75	101.565
342.8	101.563
342.85	101.561
342.9	101.559
342.95	101.557
343	101.555
343.05	101.553
343.1	101.551
343.15	101.549
343.2	101.547
343.25	101.545
343.3	101.543
343.35	101.541
343.4	101.54
343.45	101.538
343.5	101.536
343.55	101.534
343.6	101.532
343.65	101.53
343.7	101.528
343.75	101.526
343.8	101.524
343.85	101.522
343.9	101.52
343.95	101.518
344	101.516
344.05	101.514
344.1	101.512
344.15	101.51
344.2	101.508
344.25	101.506
344.3	101.504
344.35	101.503
344.4	101.501
344.45	101.499
344.5	101.497
344.55	101.495
344.6	101.493
344.65	101.491
344.7	101.489
344.75	101.487
344.8	101.485
344.85	101.483
344.9	101.481
344.95	101.479
345	101.477
345.05	101.475
345.1	101.473
345.15	101.471
345.2	101.47
345.25	101.468
345.3	101.466
345.35	101.464
345.4	101.462
345.45	101.46
345.5	101.458
345.55	101.456
345.6	101.454
345.65	101.452
345.7	101.45
345.75	101.448
345.8	101.447
345.85	101.445
345.9	101.443
345.95	101.441
346	101.439
346.05	101.437
346.1	101.435
346.15	101.433
346.2	101.431
346.25	101.429
346.3	101.427
346.35	101.425
346.4	101.424
346.45	101.422
346.5	101.42
346.55	101.418
346.6	101.416
346.65	101.414
346.7	101.412
346.75	101.41
346.8	101.408
346.85	101.406
346.9	101.404
346.95	101.403
347	101.401
347.05	101.399
347.1	101.397
347.15	101.395
347.2	101.393
347.25	101.391
347.3	101.389
347.35	101.387
347.4	101.385
347.45	101.384
347.5	101.382
347.55	101.38
347.6	101.378
347.65	101.376
347.7	101.374
347.75	101.372
347.8	101.37
347.85	101.368
347.9	101.366
347.95	101.365
348	101.363
348.05	101.361
348.1	101.359
348.15	101.357
348.2	101.355
348.25	101.353
348.3	101.351
348.35	101.349
348.4	101.348
348.45	101.346
348.5	101.344
348.55	101.342
348.6	101.34
348.65	101.338
348.7	101.336
348.75	101.334
348.8	101.332
348.85	101.331
348.9	101.329
348.95	101.327
349	101.325
349.05	101.323
349.1	101.321
349.15	101.319
349.2	101.317
349.25	101.316
349.3	101.314
349.35	101.312
349.4	101.31
349.45	101.308
349.5	101.306
349.55	101.304
349.6	101.302
349.65	101.301
349.7	101.299
349.75	101.297
349.8	101.295
349.85	101.293
349.9	101.291
349.95	101.289
350	101.287
350.05	101.285
350.1	101.284
350.15	101.282
350.2	101.28
350.25	101.278
350.3	101.276
350.35	101.274
350.4	101.272
350.45	101.271
350.5	101.269
350.55	101.267
350.6	101.265
350.65	101.263
350.7	101.261
350.75	101.259
350.8	101.258
350.85	101.256
350.9	101.254
350.95	101.252
351	101.25
351.05	101.248
351.1	101.246
351.15	101.245
351.2	101.243
351.25	101.241
351.3	101.239
351.35	101.237
351.4	101.235
351.45	101.233
351.5	101.232
351.55	101.23
351.6	101.228
351.65	101.226
351.7	101.224
351.75	101.222
351.8	101.22
351.85	101.219
351.9	101.217
351.95	101.215
352	101.213
352.05	101.211
352.1	101.209
352.15	101.208
352.2	101.206
352.25	101.204
352.3	101.202
352.35	101.2
352.4	101.198
352.45	101.196
352.5	101.195
352.55	101.193
352.6	101.191
352.65	101.189
352.7	101.187
352.75	101.185
352.8	101.184
352.85	101.182
352.9	101.18
352.95	101.178
353	101.176
353.05	101.174
353.1	101.173
353.15	101.171
353.2	101.169
353.25	101.167
353.3	101.165
353.35	101.163
353.4	101.161
353.45	101.16
353.5	101.158
353.55	101.156
353.6	101.154
353.65	101.152
353.7	101.15
353.75	101.149
353.8	101.147
353.85	101.145
353.9	101.143
353.95	101.141
354	101.14
354.05	101.138
354.1	101.136
354.15	101.134
354.2	101.132
354.25	101.13
354.3	101.129
354.35	101.127
354.4	101.125
354.45	101.123
354.5	101.121
354.55	101.119
354.6	101.118
354.65	101.116
354.7	101.114
354.75	101.112
354.8	101.11
354.85	101.108
354.9	101.107
354.95	101.105
355	101.103
355.05	101.101
355.1	101.099
355.15	101.097
355.2	101.096
355.25	101.094
355.3	101.092
355.35	101.09
355.4	101.088
355.45	101.087
355.5	101.085
355.55	101.083
355.6	101.081
355.65	101.079
355.7	101.078
355.75	101.076
355.8	101.074
355.85	101.072
355.9	101.07
355.95	101.069
356	101.067
356.05	101.065
356.1	101.063
356.15	101.061
356.2	101.059
356.25	101.058
356.3	101.056
356.35	101.054
356.4	101.052
356.45	101.05
356.5	101.049
356.55	101.047
356.6	101.045
356.65	101.043
356.7	101.041
356.75	101.04
356.8	101.038
356.85	101.036
356.9	101.034
356.95	101.032
357	101.031
357.05	101.029
357.1	101.027
357.15	101.025
357.2	101.023
357.25	101.022
357.3	101.02
357.35	101.018
357.4	101.016
357.45	101.014
357.5	101.013
357.55	101.011
357.6	101.009
357.65	101.007
357.7	101.005
357.75	101.004
357.8	101.002
357.85	101
357.9	100.998
357.95	100.996
358	100.995
358.05	100.993
358.1	100.991
358.15	100.989
358.2	100.987
358.25	100.986
358.3	100.984
358.35	100.982
358.4	100.98
358.45	100.978
358.5	100.977
358.55	100.975
358.6	100.973
358.65	100.971
358.7	100.97
358.75	100.968
358.8	100.966
358.85	100.964
358.9	100.962
358.95	100.961
359	100.959
359.05	100.957
359.1	100.955
359.15	100.953
359.2	100.952
359.25	100.95
359.3	100.948
359.35	100.946
359.4	100.945
359.45	100.943
359.5	100.941
359.55	100.939
359.6	100.937
359.65	100.936
359.7	100.934
359.75	100.932
359.8	100.93
359.85	100.928
359.9	100.927
359.95	100.925
360	100.923
